Kabupaten/Kota,Periode,Luas Panen,Curah Hujan,Kelembapan,Suhu,Kecepatan Angin,Sinar Matahari,Produksi
Kabupaten Sumenep,Januari 2022,613.77,324.7,84.68,26.72,18.15,8.31,3403.12
Kabupaten Sumenep,Februari 2022,3603.41,332.6,85.61,26.68,17.12,8.75,20342.32
Kabupaten Sumenep,Maret 2022,20282.57,294.2,85.16,27.15,14.29,9.71,110793.77
Kabupaten Sumenep,April 2022,5833.47,144.3,79.4,27.97,11.95,10.05,32538.2
Kabupaten Sumenep,Mei 2022,459.63,277.4,80.9,27.89,15.98,9.63,2510.96
Kabupaten Sumenep,Juni 2022,2999.81,99.1,77.6,27.66,19.26,10.49,16358.36
Kabupaten Sumenep,Juli 2022,3284.11,59.9,73.97,27.29,22.52,10.83,17739.55
Kabupaten Sumenep,Agustus 2022,2069.98,23.3,72.9,27.55,23.09,10.97,11320.84
Kabupaten Sumenep,September 2022,853.2,23.4,72.43,28.15,22.2,10.96,4999.11
Kabupaten Sumenep,Oktober 2022,1140.89,136.3,77.45,27.75,17.15,10.34,6529.64
Kabupaten Sumenep,November 2022,610.96,234.1,82.17,27.35,13.05,9.25,3554.41
Kabupaten Sumenep,Desember 2022,83.61,278.7,80.32,27.48,17.9,8.7,491.03
Kabupaten Sumenep,Januari 2023,906.23,226.9,83.61,26.92,15.77,9.48,4778.43
Kabupaten Sumenep,Februari 2023,5054.66,271.4,85.57,26.66,20.06,8.41,26514.33
Kabupaten Sumenep,Maret 2023,20170.94,180.5,83.0,27.23,12.33,9.9,103505.61
Kabupaten Sumenep,April 2023,4374.84,208.4,81.77,27.58,13.3,9.89,22667.0
Kabupaten Sumenep,Mei 2023,409.51,33.9,73.9,28.14,20.31,10.4,2068.83
Kabupaten Sumenep,Juni 2023,3847.25,9.2,72.9,28.07,21.57,10.85,19355.23
Kabupaten Sumenep,Juli 2023,3122.75,32.2,68.71,27.8,31.14,10.65,15545.68
Kabupaten Sumenep,Agustus 2023,3044.68,9.8,68.71,27.54,27.76,11.0,15385.25
Kabupaten Sumenep,September 2023,623.61,4.7,67.9,27.77,28.6,11.22,3307.89
Kabupaten Sumenep,Oktober 2023,429.47,7.7,70.48,28.99,25.32,11.58,2286.65
Kabupaten Sumenep,November 2023,306.82,27.0,69.33,29.75,24.05,11.45,1631.2
Kabupaten Sumenep,Desember 2023,142.21,64.4,72.06,29.19,21.12,10.92,764.38
Kabupaten Sumenep,Januari 2024,24.69,212.4,82.42,27.86,19.72,9.23,128.11
Kabupaten Sumenep,Februari 2024,266.67,210.1,84.52,27.78,18.84,9.57,1365.71
Kabupaten Sumenep,Maret 2024,7768.99,198.3,81.0,28.12,23.45,8.99,40912.66
Kabupaten Sumenep,April 2024,18057.38,202.9,81.97,28.29,19.0,10.22,95452.82
Kabupaten Sumenep,Mei 2024,3530.11,21.2,71.26,29.39,26.05,10.88,16924.19
Kabupaten Sumenep,Juni 2024,632.53,43.7,71.63,28.55,26.41,10.57,3054.61
Kabupaten Sumenep,Juli 2024,2379.24,36.8,69.45,27.81,29.61,10.52,11409.19
Kabupaten Sumenep,Agustus 2024,3030.11,6.8,67.06,27.96,30.92,10.99,14578.58
Kabupaten Sumenep,September 2024,1005.54,8.3,67.77,28.81,26.55,11.19,5308.96
Kabupaten Sumenep,Oktober 2024,0.0,10.3,65.84,29.7,28.81,11.55,18928.727283950615
Kabupaten Sumenep,November 2024,61.57,136.9,75.23,28.9,15.41,10.9,340.36
Kabupaten Sumenep,Desember 2024,4.64,492.3,85.35,27.26,16.48,7.3,24.48
Kota Kediri,Januari 2018,54.0,189.2,87.13,25.32,12.71,6.87,351.89
Kota Kediri,Februari 2018,25.0,245.3,88.61,25.12,12.08,7.82,163.01
Kota Kediri,Maret 2018,332.0,92.1,85.1,26.05,15.69,9.84,2171.06
Kota Kediri,April 2018,354.0,132.5,82.5,26.66,14.89,10.54,2320.06
Kota Kediri,Mei 2018,27.0,25.6,72.87,27.24,20.6,10.72,171.72
Kota Kediri,Juni 2018,0.0,26.3,72.57,26.8,22.95,10.58,913.1314285714292
Kota Kediri,Juli 2018,315.0,1.8,71.35,25.59,25.67,10.87,2009.92
Kota Kediri,Agustus 2018,389.0,1.2,69.77,25.56,26.24,10.95,2487.17
Kota Kediri,September 2018,34.0,6.1,69.0,26.61,25.39,10.87,210.68
Kota Kediri,Oktober 2018,0.0,6.3,67.94,27.79,25.17,11.27,913.1314285714292
Kota Kediri,November 2018,0.0,153.4,79.7,27.02,21.15,9.72,913.1314285714292
Kota Kediri,Desember 2018,52.0,375.2,82.87,26.38,18.93,8.2,320.05
Kota Kediri,Januari 2019,107.0,595.6,88.39,25.75,13.8,7.12,643.85
Kota Kediri,Februari 2019,34.0,251.8,87.29,26.1,12.49,8.96,206.69
Kota Kediri,Maret 2019,101.0,361.8,87.65,25.79,13.99,7.73,604.37
Kota Kediri,April 2019,421.0,194.7,85.63,26.58,14.39,9.58,2520.17
Kota Kediri,Mei 2019,159.0,28.1,77.39,26.77,20.48,10.87,517.73
Kota Kediri,Juni 2019,87.0,5.1,73.17,26.0,24.04,10.9,283.79
Kota Kediri,Juli 2019,33.0,10.3,71.68,25.72,25.44,10.85,108.36
Kota Kediri,Agustus 2019,232.0,1.5,68.74,25.85,26.41,10.96,755.94
Kota Kediri,September 2019,204.0,2.7,67.93,26.41,26.79,11.03,1279.94
Kota Kediri,Oktober 2019,18.0,7.9,66.61,28.04,25.78,11.32,112.15
Kota Kediri,November 2019,0.0,57.5,70.37,28.37,22.9,11.27,913.1314285714292
Kota Kediri,Desember 2019,0.0,421.3,82.23,27.35,15.57,9.38,913.1314285714292
Kota Kediri,Januari 2020,0.0,311.9,85.68,26.47,13.77,8.78,913.1314285714292
Kota Kediri,Februari 2020,33.0,318.9,89.1,26.04,12.7,7.63,197.58
Kota Kediri,Maret 2020,171.0,455.1,88.32,26.33,13.0,8.12,1025.89
Kota Kediri,April 2020,458.0,244.6,86.13,26.74,13.36,9.55,2744.26
Kota Kediri,Mei 2020,266.0,105.3,82.71,27.02,17.57,10.05,1338.16
Kota Kediri,Juni 2020,39.0,45.1,79.97,26.19,19.79,10.71,196.83
Kota Kediri,Juli 2020,0.0,34.2,74.74,26.01,22.99,10.68,913.1314285714292
Kota Kediri,Agustus 2020,262.0,23.3,72.94,26.48,23.68,10.7,1318.6
Kota Kediri,September 2020,271.0,34.3,72.5,27.15,25.28,10.91,2052.2
Kota Kediri,Oktober 2020,61.0,226.3,79.26,26.73,21.78,10.12,460.09
Kota Kediri,November 2020,125.0,244.2,83.63,26.61,18.29,8.88,950.2
Kota Kediri,Desember 2020,0.0,371.6,86.55,25.76,17.05,7.1,913.1314285714292
Kota Kediri,Januari 2021,54.0,314.3,88.87,25.32,14.39,5.51,302.85
Kota Kediri,Februari 2021,18.0,420.7,89.32,25.3,16.08,6.95,100.95
Kota Kediri,Maret 2021,262.0,294.5,87.13,25.86,12.54,8.59,1478.5
Kota Kediri,April 2021,412.0,155.5,82.83,26.38,16.14,9.94,2319.69
Kota Kediri,Mei 2021,209.0,61.2,78.61,27.23,16.77,10.62,1017.84
Kota Kediri,Juni 2021,29.0,157.2,82.63,26.54,14.97,9.85,142.95
Kota Kediri,Juli 2021,75.0,14.5,75.19,26.31,20.87,10.81,363.73
Kota Kediri,Agustus 2021,370.0,28.6,73.94,26.63,23.32,10.96,1803.01
Kota Kediri,September 2021,221.0,215.8,76.03,26.56,22.95,10.66,1445.47
Kota Kediri,Oktober 2021,50.0,96.3,75.77,26.9,23.89,10.74,325.59
Kota Kediri,November 2021,0.0,325.1,86.17,25.98,17.56,7.31,913.1314285714292
Kota Kediri,Desember 2021,36.0,298.2,85.84,26.12,17.25,7.63,234.28
Kota Kediri,Januari 2022,107.47,300.9,86.23,25.43,14.03,7.82,622.98
Kota Kediri,Februari 2022,153.81,384.7,88.86,25.21,17.13,7.45,891.6
Kota Kediri,Maret 2022,176.19,533.3,88.16,25.78,16.42,8.2,1021.33
Kota Kediri,April 2022,412.99,160.0,85.47,26.17,16.38,9.41,2394.0
Kota Kediri,Mei 2022,132.36,293.9,86.16,26.38,14.97,9.39,618.85
Kota Kediri,Juni 2022,17.91,220.3,82.97,25.84,17.52,9.75,83.74
Kota Kediri,Juli 2022,133.39,57.9,77.45,25.94,20.07,10.65,623.67
Kota Kediri,Agustus 2022,390.1,83.6,75.32,26.25,21.89,10.66,1823.91
Kota Kediri,September 2022,71.65,100.6,76.6,26.51,22.63,10.39,446.33
Kota Kediri,Oktober 2022,24.89,250.6,82.94,25.72,20.66,8.01,155.05
Kota Kediri,November 2022,79.13,342.3,86.2,25.76,16.53,7.55,492.93
Kota Kediri,Desember 2022,164.24,282.8,85.58,25.55,17.3,7.67,1023.11
Kota Kediri,Januari 2023,35.82,217.5,84.1,25.76,15.14,8.72,200.36
Kota Kediri,Februari 2023,58.71,509.6,89.82,24.82,14.06,6.02,328.4
Kota Kediri,Maret 2023,88.06,279.1,86.58,25.79,14.65,9.01,492.58
Kota Kediri,April 2023,204.01,212.9,84.9,26.28,15.04,8.78,1141.16
Kota Kediri,Mei 2023,409.55,107.4,78.35,26.46,18.46,10.23,2236.15
Kota Kediri,Juni 2023,0.0,41.0,75.43,26.8,21.39,10.73,913.1314285714292
Kota Kediri,Juli 2023,17.91,15.5,73.35,25.99,24.96,10.72,97.79
Kota Kediri,Agustus 2023,426.44,0.9,70.71,26.05,25.98,10.97,2328.37
Kota Kediri,September 2023,110.5,3.0,68.1,26.56,27.37,11.02,572.61
Kota Kediri,Oktober 2023,49.78,24.4,68.16,28.46,24.62,11.3,257.96
Kota Kediri,November 2023,0.0,132.3,71.7,28.58,23.49,10.85,913.1314285714292
Kota Kediri,Desember 2023,118.91,203.2,72.29,28.11,22.17,9.95,616.19
Kota Kediri,Januari 2024,35.82,312.3,83.42,26.85,16.14,8.52,231.69
Kota Kediri,Februari 2024,0.0,329.8,86.93,26.61,12.9,8.33,913.1314285714292
Kota Kediri,Maret 2024,47.26,244.6,84.45,26.76,15.36,8.4,305.68
Kota Kediri,April 2024,217.97,282.2,83.7,27.26,16.81,9.12,1409.86
Kota Kediri,Mei 2024,429.46,41.8,76.1,27.66,21.48,10.89,2667.76
Kota Kediri,Juni 2024,29.35,20.1,72.9,27.69,21.59,10.79,182.32
Kota Kediri,Juli 2024,0.0,38.1,70.87,26.59,23.79,10.57,913.1314285714292
Kota Kediri,Agustus 2024,264.72,14.3,69.42,26.49,26.33,10.93,1644.41
Kota Kediri,September 2024,224.95,73.4,71.37,27.36,23.96,10.83,1445.86
Kota Kediri,Oktober 2024,24.89,57.4,71.32,27.95,24.76,11.15,159.98
Kota Kediri,November 2024,0.0,335.7,84.1,26.95,16.95,9.28,913.1314285714292
Kota Kediri,Desember 2024,53.73,309.6,87.97,26.03,13.51,6.83,345.35
Kota Blitar,Januari 2018,0.0,385.5,86.61,24.94,13.74,6.29,731.8878
Kota Blitar,Februari 2018,0.0,334.0,87.36,24.81,11.88,8.16,731.8878
Kota Blitar,Maret 2018,208.0,179.1,86.87,25.13,12.53,9.68,1390.46
Kota Blitar,April 2018,409.0,95.9,85.47,25.54,12.5,10.37,2737.39
Kota Blitar,Mei 2018,81.0,37.7,76.55,25.88,18.25,10.62,419.05
Kota Blitar,Juni 2018,0.0,62.1,78.93,25.12,20.54,10.34,731.8878
Kota Blitar,Juli 2018,0.0,11.0,78.97,23.73,21.03,10.79,731.8878
Kota Blitar,Agustus 2018,63.0,17.2,76.71,23.87,21.88,10.37,324.39
Kota Blitar,September 2018,0.0,24.5,77.47,24.72,20.85,10.61,731.8878
Kota Blitar,Oktober 2018,0.0,23.6,76.16,25.86,21.28,11.1,731.8878
Kota Blitar,November 2018,0.0,306.8,86.83,25.43,16.24,8.69,731.8878
Kota Blitar,Desember 2018,0.0,356.8,86.84,25.22,15.66,7.41,731.8878
Kota Blitar,Januari 2019,0.0,384.5,87.13,25.45,14.95,7.75,731.8878
Kota Blitar,Februari 2019,10.0,271.6,87.61,25.41,11.1,8.85,70.63
Kota Blitar,Maret 2019,101.0,463.9,88.48,25.1,12.54,7.46,693.65
Kota Blitar,April 2019,272.0,211.7,87.47,25.59,12.4,9.46,1863.42
Kota Blitar,Mei 2019,180.0,23.9,81.74,25.35,17.61,10.94,1181.48
Kota Blitar,Juni 2019,172.0,12.8,78.27,24.54,20.67,10.66,1130.77
Kota Blitar,Juli 2019,73.0,17.4,77.23,24.17,21.86,10.49,479.96
Kota Blitar,Agustus 2019,62.0,6.7,75.06,24.18,22.71,10.8,406.2
Kota Blitar,September 2019,41.0,4.6,73.83,24.88,22.44,11.0,258.47
Kota Blitar,Oktober 2019,0.0,17.0,74.84,26.19,21.97,11.29,731.8878
Kota Blitar,November 2019,0.0,86.5,78.23,26.55,17.86,10.99,731.8878
Kota Blitar,Desember 2019,0.0,243.8,84.9,26.31,12.8,8.99,731.8878
Kota Blitar,Januari 2020,0.0,223.2,86.35,25.78,12.97,9.07,731.8878
Kota Blitar,Februari 2020,0.0,353.9,88.72,25.64,13.04,7.94,731.8878
Kota Blitar,Maret 2020,0.0,327.5,88.39,25.72,12.37,7.86,731.8878
Kota Blitar,April 2020,103.0,230.8,87.43,25.76,11.76,9.58,669.7
Kota Blitar,Mei 2020,310.0,245.0,85.74,25.79,13.25,9.68,2128.82
Kota Blitar,Juni 2020,212.0,95.5,84.5,24.79,17.26,10.58,1457.12
Kota Blitar,Juli 2020,11.0,32.8,81.81,24.27,19.53,10.43,74.01
Kota Blitar,Agustus 2020,62.0,43.8,81.03,24.53,19.18,10.59,424.98
Kota Blitar,September 2020,74.0,70.8,80.7,25.26,21.31,10.91,519.61
Kota Blitar,Oktober 2020,0.0,400.4,85.19,25.29,17.47,9.5,731.8878
Kota Blitar,November 2020,0.0,289.0,88.23,25.41,13.98,8.03,731.8878
Kota Blitar,Desember 2020,0.0,415.5,88.03,24.94,15.26,7.17,731.8878
Kota Blitar,Januari 2021,6.0,586.3,88.42,24.82,13.53,5.59,41.29
Kota Blitar,Februari 2021,6.0,399.8,86.89,25.08,17.32,7.43,41.29
Kota Blitar,Maret 2021,40.0,254.5,87.35,25.23,12.26,8.75,264.26
Kota Blitar,April 2021,424.0,166.3,85.17,25.27,13.42,9.9,2833.08
Kota Blitar,Mei 2021,257.0,43.1,81.84,25.95,14.33,10.59,1653.82
Kota Blitar,Juni 2021,13.0,207.7,85.2,25.35,12.67,9.49,83.35
Kota Blitar,Juli 2021,19.0,26.2,80.81,24.62,17.72,10.61,123.19
Kota Blitar,Agustus 2021,70.0,62.0,81.81,24.81,19.57,10.91,448.93
Kota Blitar,September 2021,51.0,145.9,82.9,24.93,19.08,10.14,304.09
Kota Blitar,Oktober 2021,0.0,143.8,83.35,25.18,17.83,10.03,731.8878
Kota Blitar,November 2021,0.0,460.5,89.3,24.82,11.68,5.68,731.8878
Kota Blitar,Desember 2021,0.0,448.1,88.23,25.16,13.71,7.38,731.8878
Kota Blitar,Januari 2022,6.18,336.4,85.16,25.12,14.18,8.52,47.24
Kota Blitar,Februari 2022,0.0,334.4,86.61,24.99,15.51,7.76,731.8878
Kota Blitar,Maret 2022,30.08,440.0,88.19,25.11,13.87,7.91,229.91
Kota Blitar,April 2022,433.7,207.3,87.13,25.17,12.64,9.13,3314.9
Kota Blitar,Mei 2022,208.76,228.6,86.77,25.51,12.12,9.26,1316.2
Kota Blitar,Juni 2022,0.0,148.4,86.03,24.61,13.97,9.46,731.8878
Kota Blitar,Juli 2022,6.18,67.0,82.1,24.5,17.96,10.67,38.96
Kota Blitar,Agustus 2022,24.74,71.8,80.35,24.8,19.19,10.41,155.98
Kota Blitar,September 2022,18.55,145.5,83.3,24.94,17.39,9.93,108.94
Kota Blitar,Oktober 2022,0.0,264.1,87.39,24.44,15.48,7.39,731.8878
Kota Blitar,November 2022,0.0,486.0,88.87,24.71,12.51,6.53,731.8878
Kota Blitar,Desember 2022,0.0,431.7,87.45,24.7,14.78,7.61,731.8878
Kota Blitar,Januari 2023,6.18,236.7,85.58,25.01,15.9,8.95,45.73
Kota Blitar,Februari 2023,6.46,364.8,87.39,24.86,15.06,6.51,47.8
Kota Blitar,Maret 2023,123.18,304.0,86.9,25.1,13.13,9.02,911.54
Kota Blitar,April 2023,418.44,207.0,86.93,25.21,13.09,8.67,3096.49
Kota Blitar,Mei 2023,111.31,120.4,83.52,24.91,15.02,10.01,738.4
Kota Blitar,Juni 2023,6.46,33.0,81.57,25.17,17.81,10.63,42.85
Kota Blitar,Juli 2023,6.46,56.7,80.94,24.12,20.4,10.27,42.85
Kota Blitar,Agustus 2023,75.82,9.5,78.74,24.1,20.52,10.77,502.97
Kota Blitar,September 2023,32.26,10.4,75.7,24.79,22.49,10.85,208.05
Kota Blitar,Oktober 2023,0.0,33.6,76.58,26.46,19.59,11.18,731.8878
Kota Blitar,November 2023,0.0,85.0,80.0,26.65,17.96,10.73,731.8878
Kota Blitar,Desember 2023,0.0,101.4,78.61,26.36,16.22,9.43,731.8878
Kota Blitar,Januari 2024,0.0,305.2,86.45,25.79,13.7,8.45,731.8878
Kota Blitar,Februari 2024,0.0,323.9,87.17,25.91,12.09,8.67,731.8878
Kota Blitar,Maret 2024,0.0,236.2,84.97,26.11,15.51,8.54,731.8878
Kota Blitar,April 2024,54.82,222.0,87.93,26.02,13.56,8.35,382.99
Kota Blitar,Mei 2024,235.33,43.8,83.71,25.82,16.34,10.86,1500.12
Kota Blitar,Juni 2024,85.17,26.3,80.2,25.78,17.89,10.6,542.92
Kota Blitar,Juli 2024,21.22,24.1,76.97,24.89,20.51,10.55,135.27
Kota Blitar,Agustus 2024,57.55,9.8,76.26,24.77,21.99,10.71,366.85
Kota Blitar,September 2024,107.58,53.2,77.47,25.71,19.46,10.78,712.14
Kota Blitar,Oktober 2024,12.37,82.8,78.52,26.19,18.95,11.09,81.88
Kota Blitar,November 2024,0.0,431.7,87.8,25.57,12.9,8.12,731.8878
Kota Blitar,Desember 2024,0.0,481.7,88.48,25.38,13.21,6.79,731.8878
Kota Malang,Januari 2018,214.0,441.1,88.19,23.07,8.76,5.83,1204.74
Kota Malang,Februari 2018,89.0,471.2,88.29,22.95,8.39,7.4,501.48
Kota Malang,Maret 2018,157.0,209.9,86.29,23.19,9.4,9.85,886.57
Kota Malang,April 2018,95.0,31.6,80.37,23.91,9.63,10.57,537.02
Kota Malang,Mei 2018,158.0,9.6,71.48,24.33,11.57,10.71,887.44
Kota Malang,Juni 2018,148.0,58.2,76.37,23.34,12.51,10.05,828.45
Kota Malang,Juli 2018,233.0,21.9,79.55,21.81,12.65,10.38,1307.27
Kota Malang,Agustus 2018,159.0,87.3,78.71,21.79,13.56,10.13,889.85
Kota Malang,September 2018,183.0,49.9,73.6,22.9,13.15,10.43,1459.18
Kota Malang,Oktober 2018,81.0,37.7,71.19,24.4,14.17,10.88,647.83
Kota Malang,November 2018,182.0,431.9,84.53,23.8,11.28,8.79,1447.96
Kota Malang,Desember 2018,157.0,625.8,90.16,23.18,9.95,6.54,1252.3
Kota Malang,Januari 2019,60.0,541.1,88.68,23.54,9.64,7.59,396.44
Kota Malang,Februari 2019,289.0,411.4,87.43,23.37,9.68,8.22,1905.94
Kota Malang,Maret 2019,242.0,959.1,88.1,23.26,9.48,7.4,1595.45
Kota Malang,April 2019,76.0,361.0,86.9,23.5,9.34,9.49,500.25
Kota Malang,Mei 2019,112.0,69.6,82.81,23.3,9.62,10.86,742.87
Kota Malang,Juni 2019,131.0,19.0,79.27,22.4,11.45,10.64,867.67
Kota Malang,Juli 2019,59.0,24.7,77.42,21.89,12.64,10.63,388.52
Kota Malang,Agustus 2019,286.0,12.7,73.52,22.39,15.12,10.85,1891.72
Kota Malang,September 2019,321.0,7.6,68.9,23.56,14.88,10.86,2365.49
Kota Malang,Oktober 2019,57.0,14.8,64.03,25.17,16.01,11.25,422.11
Kota Malang,November 2019,173.0,144.3,77.17,24.64,11.69,10.51,1269.94
Kota Malang,Desember 2019,212.0,149.2,82.65,24.43,9.25,8.69,1563.3
Kota Malang,Januari 2020,29.0,402.0,87.48,23.86,9.68,9.13,199.52
Kota Malang,Februari 2020,226.0,560.1,88.79,23.82,8.37,8.04,1580.81
Kota Malang,Maret 2020,325.0,442.4,88.1,23.79,9.42,7.93,2275.13
Kota Malang,April 2020,48.0,241.9,85.67,23.7,9.65,9.65,334.18
Kota Malang,Mei 2020,271.0,240.6,84.77,23.92,9.58,9.38,1645.29
Kota Malang,Juni 2020,20.0,30.0,84.13,22.81,9.77,10.46,124.06
Kota Malang,Juli 2020,57.0,28.9,81.74,22.26,11.67,10.38,346.0
Kota Malang,Agustus 2020,339.0,15.1,77.48,22.9,12.68,10.54,2057.63
Kota Malang,September 2020,192.0,69.9,77.07,23.51,13.66,10.28,1430.59
Kota Malang,Oktober 2020,73.0,229.2,83.03,23.42,11.95,9.5,543.04
Kota Malang,November 2020,93.0,268.2,84.57,23.75,10.53,8.21,690.22
Kota Malang,Desember 2020,67.0,628.8,90.19,23.06,9.4,6.33,497.28
Kota Malang,Januari 2021,136.0,618.7,89.58,23.01,8.49,5.0,870.43
Kota Malang,Februari 2021,281.0,667.6,88.64,23.34,8.88,7.71,1801.68
Kota Malang,Maret 2021,189.0,552.9,88.0,23.22,9.23,8.4,1209.87
Kota Malang,April 2021,85.0,352.6,83.1,23.36,9.5,9.77,542.85
Kota Malang,Mei 2021,108.0,101.7,82.39,23.61,9.04,10.43,680.58
Kota Malang,Juni 2021,121.0,37.1,83.73,23.23,10.07,9.86,762.58
Kota Malang,Juli 2021,91.0,32.0,76.81,22.83,11.83,10.65,572.63
Kota Malang,Agustus 2021,316.0,46.6,81.77,22.87,12.52,10.68,1990.77
Kota Malang,September 2021,174.0,80.3,80.2,23.21,12.87,10.29,1073.28
Kota Malang,Oktober 2021,30.0,119.5,83.26,23.48,12.61,9.68,183.36
Kota Malang,November 2021,114.0,355.8,87.77,23.25,10.08,6.51,704.76
Kota Malang,Desember 2021,149.0,367.6,89.1,23.39,9.79,7.56,918.61
Kota Malang,Januari 2022,71.32,437.6,87.35,23.26,8.96,7.75,453.91
Kota Malang,Februari 2022,214.35,473.7,86.86,23.27,10.17,7.69,1364.21
Kota Malang,Maret 2022,231.87,584.5,88.32,23.3,9.46,7.82,1475.71
Kota Malang,April 2022,30.87,241.3,84.03,23.47,9.54,9.37,196.47
Kota Malang,Mei 2022,129.44,140.7,84.19,23.78,9.85,9.46,781.06
Kota Malang,Juni 2022,148.05,61.9,82.93,22.94,10.14,9.93,893.36
Kota Malang,Juli 2022,137.28,40.0,80.06,22.8,11.32,10.52,828.37
Kota Malang,Agustus 2022,157.47,83.6,79.77,23.01,13.64,10.52,950.2
Kota Malang,September 2022,156.41,59.8,80.1,23.36,12.26,10.18,1002.1
Kota Malang,Oktober 2022,55.88,491.7,89.23,22.64,10.17,6.64,358.02
Kota Malang,November 2022,173.26,517.5,88.1,23.08,8.75,7.55,1110.06
Kota Malang,Desember 2022,211.91,302.1,87.13,23.05,10.49,8.06,1357.68
Kota Malang,Januari 2023,114.2,298.1,88.55,23.06,10.04,8.24,782.25
Kota Malang,Februari 2023,109.61,602.0,89.43,23.11,8.84,6.33,750.81
Kota Malang,Maret 2023,54.65,330.4,85.81,23.27,9.28,9.15,374.34
Kota Malang,April 2023,71.32,299.5,88.07,23.2,8.97,8.3,488.53
Kota Malang,Mei 2023,334.36,47.8,81.71,23.21,9.94,9.76,2132.37
Kota Malang,Juni 2023,141.76,145.4,84.37,23.04,10.08,10.18,904.07
Kota Malang,Juli 2023,162.94,127.6,85.97,21.7,11.37,10.06,1039.14
Kota Malang,Agustus 2023,14.21,6.8,79.68,21.94,12.5,10.81,90.62
Kota Malang,September 2023,71.32,11.8,75.03,22.64,14.63,11.01,425.37
Kota Malang,Oktober 2023,165.69,10.4,68.42,25.1,14.48,11.29,988.21
Kota Malang,November 2023,130.17,96.4,77.2,24.98,12.55,10.45,776.36
Kota Malang,Desember 2023,262.65,240.6,84.77,23.74,11.07,8.63,1566.5
Kota Malang,Januari 2024,123.88,450.4,86.94,23.78,9.58,8.79,916.58
Kota Malang,Februari 2024,9.57,358.7,88.34,23.84,7.75,8.44,70.81
Kota Malang,Maret 2024,121.82,668.4,87.71,24.03,7.66,8.28,901.34
Kota Malang,April 2024,112.73,317.1,88.7,23.95,7.24,8.74,834.08
Kota Malang,Mei 2024,149.66,56.7,84.97,23.65,8.35,10.62,933.86
Kota Malang,Juni 2024,243.16,65.4,83.5,23.26,9.3,10.65,1517.29
Kota Malang,Juli 2024,140.53,17.7,80.61,22.31,11.65,10.49,876.89
Kota Malang,Agustus 2024,55.88,6.9,76.94,22.59,13.94,10.89,348.68
Kota Malang,September 2024,64.73,38.0,74.9,23.87,13.15,10.68,405.71
Kota Malang,Oktober 2024,136.86,62.9,75.58,24.52,13.07,11.07,857.81
Kota Malang,November 2024,206.43,150.6,80.6,24.38,10.12,9.14,1293.86
Kota Malang,Desember 2024,245.66,639.6,90.16,23.38,7.81,6.81,1539.74
Kota Probolinggo,Januari 2018,0.0,260.5,85.26,26.44,12.12,6.55,891.3116666666666
Kota Probolinggo,Februari 2018,0.0,226.3,86.11,26.2,11.61,8.54,891.3116666666666
Kota Probolinggo,Maret 2018,282.0,185.8,83.03,26.94,13.54,10.4,1453.16
Kota Probolinggo,April 2018,499.0,64.5,77.6,27.85,16.5,10.88,2570.89
Kota Probolinggo,Mei 2018,227.0,43.7,66.03,28.37,24.94,10.85,950.48
Kota Probolinggo,Juni 2018,13.0,17.4,68.1,27.66,28.59,10.7,52.63
Kota Probolinggo,Juli 2018,0.0,0.8,65.48,26.68,34.01,10.85,891.3116666666666
Kota Probolinggo,Agustus 2018,0.0,2.1,64.97,26.55,33.62,10.91,891.3116666666666
Kota Probolinggo,September 2018,31.0,5.6,62.97,27.68,31.59,11.1,155.37
Kota Probolinggo,Oktober 2018,38.0,4.6,63.16,28.67,31.78,11.53,189.77
Kota Probolinggo,November 2018,38.0,107.3,71.73,28.61,25.08,10.96,188.03
Kota Probolinggo,Desember 2018,37.0,456.0,81.1,27.39,17.02,9.18,186.68
Kota Probolinggo,Januari 2019,82.0,348.3,85.81,26.69,14.91,8.16,427.0
Kota Probolinggo,Februari 2019,9.0,184.9,85.21,27.04,11.41,9.93,45.48
Kota Probolinggo,Maret 2019,132.0,386.4,85.06,26.83,13.13,8.51,692.89
Kota Probolinggo,April 2019,515.0,261.8,81.9,27.6,13.56,10.29,2698.47
Kota Probolinggo,Mei 2019,513.0,12.1,70.29,27.98,26.15,10.88,2455.93
Kota Probolinggo,Juni 2019,34.0,8.2,66.93,27.32,29.73,10.88,160.73
Kota Probolinggo,Juli 2019,0.0,21.3,65.45,26.85,31.56,10.91,891.3116666666666
Kota Probolinggo,Agustus 2019,0.0,5.0,64.19,26.75,33.57,11.0,891.3116666666666
Kota Probolinggo,September 2019,69.0,2.2,63.17,27.5,30.7,11.11,395.98
Kota Probolinggo,Oktober 2019,50.0,4.1,59.58,29.06,31.96,11.53,288.72
Kota Probolinggo,November 2019,0.0,12.7,63.63,29.54,28.55,11.51,891.3116666666666
Kota Probolinggo,Desember 2019,0.0,304.3,78.71,28.41,15.88,10.48,891.3116666666666
Kota Probolinggo,Januari 2020,0.0,419.3,83.06,27.32,12.97,9.19,891.3116666666666
Kota Probolinggo,Februari 2020,39.0,421.8,86.62,26.9,11.42,9.06,237.81
Kota Probolinggo,Maret 2020,75.0,334.6,86.61,27.13,10.4,8.81,455.94
Kota Probolinggo,April 2020,404.0,202.4,83.47,27.6,11.46,10.05,2453.72
Kota Probolinggo,Mei 2020,551.0,135.7,78.19,28.0,17.75,9.96,2492.03
